obs.no,agent_x,agent_y,gem_x,gem_y,rewards,action
16144,250,200,200,200,-50.0,1
16145,200,200,200,200,10000.0,3
16146,250,200,200,200,-50.0,1
16147,200,200,200,200,10000.0,3
16148,200,150,200,200,-50.0,2
16149,200,200,200,200,10000.0,0
16150,200,250,200,200,-50.0,0
16151,200,200,200,200,10000.0,2
16152,200,250,200,200,-50.0,0
16153,250,250,200,200,-70.71067811865476,1
16154,250,200,200,200,-50.0,2
16155,200,200,200,200,10000.0,3
16156,200,250,200,200,-50.0,0
16157,200,200,200,200,10000.0,2
16158,200,250,200,200,-50.0,0
16159,200,200,200,200,10000.0,2
16160,250,200,200,200,-50.0,1
16161,200,200,200,200,10000.0,3
16162,200,250,200,200,-50.0,0
16163,200,200,200,200,10000.0,2
16164,200,250,200,200,-50.0,0
16165,200,200,200,200,10000.0,2
16166,200,250,200,200,-50.0,0
16167,200,200,200,200,10000.0,2
16168,250,200,200,200,-50.0,1
16169,200,200,200,200,10000.0,3
16170,250,200,200,200,-50.0,1
16171,200,200,200,200,10000.0,3
16172,200,250,200,200,-50.0,0
16173,200,200,200,200,10000.0,2
16174,200,250,200,200,-50.0,0
16175,200,200,200,200,10000.0,2
16176,250,200,200,200,-50.0,1
16177,200,200,200,200,10000.0,3
16178,250,200,200,200,-50.0,1
16179,200,200,200,200,10000.0,3
16180,200,150,200,200,-50.0,2
16181,200,200,200,200,10000.0,0
16182,250,200,200,200,-50.0,1
16183,200,200,200,200,10000.0,3
16184,250,200,200,200,-50.0,1
16185,200,200,200,200,10000.0,3
16186,200,250,200,200,-50.0,0
16187,200,200,200,200,10000.0,2
16188,200,150,200,200,-50.0,2
16189,200,200,200,200,10000.0,0
16190,200,250,200,200,-50.0,0
16191,200,200,200,200,10000.0,2
16192,200,250,200,200,-50.0,0
16193,200,200,200,200,10000.0,2
16194,200,250,200,200,-50.0,0
16195,200,200,200,200,10000.0,2
16196,200,250,200,200,-50.0,0
16197,200,200,200,200,10000.0,2
16198,250,200,200,200,-50.0,1
16199,200,200,200,200,10000.0,3
16200,250,200,200,200,-50.0,1
16201,200,200,200,200,10000.0,3
16202,200,250,200,200,-50.0,0
16203,200,200,200,200,10000.0,2
16204,200,250,200,200,-50.0,0
16205,200,200,200,200,10000.0,2
16206,200,250,200,200,-50.0,0
16207,200,200,200,200,10000.0,2
16208,250,200,200,200,-50.0,1
16209,200,200,200,200,10000.0,3
16210,250,200,200,200,-50.0,1
16211,200,200,200,200,10000.0,3
16212,250,200,200,200,-50.0,1
16213,200,200,200,200,10000.0,3
16214,250,200,200,200,-50.0,1
16215,200,200,200,200,10000.0,3
16216,250,200,200,200,-50.0,1
16217,200,200,200,200,10000.0,3
16218,250,200,200,200,-50.0,1
16219,200,200,200,200,10000.0,3
16220,250,200,200,200,-50.0,1
16221,200,200,200,200,10000.0,3
16222,200,250,200,200,-50.0,0
16223,200,200,200,200,10000.0,2
16224,250,200,200,200,-50.0,1
16225,200,200,200,200,10000.0,3
16226,200,250,200,200,-50.0,0
16227,200,200,200,200,10000.0,2
16228,250,200,200,200,-50.0,1
16229,200,200,200,200,10000.0,3
16230,200,250,200,200,-50.0,0
16231,200,200,200,200,10000.0,2
16232,250,200,200,200,-50.0,1
16233,200,200,200,200,10000.0,3
16234,200,250,200,200,-50.0,0
16235,200,200,200,200,10000.0,2
16236,250,200,200,200,-50.0,1
16237,200,200,200,200,10000.0,3
16238,200,250,200,200,-50.0,0
16239,200,200,200,200,10000.0,2
16240,200,250,200,200,-50.0,0
16241,200,200,200,200,10000.0,2
16242,200,250,200,200,-50.0,0
16243,200,200,200,200,10000.0,2
16244,250,200,200,200,-50.0,1
16245,200,200,200,200,10000.0,3
16246,200,250,200,200,-50.0,0
16247,200,200,200,200,10000.0,2
16248,200,250,200,200,-50.0,0
16249,200,200,200,200,10000.0,2
16250,200,250,200,200,-50.0,0
16251,200,200,200,200,10000.0,2
16252,200,250,200,200,-50.0,0
16253,200,200,200,200,10000.0,2
16254,250,200,200,200,-50.0,1
16255,200,200,200,200,10000.0,3
16256,250,200,200,200,-50.0,1
16257,200,200,200,200,10000.0,3
16258,200,250,200,200,-50.0,0
16259,200,200,200,200,10000.0,2
16260,200,250,200,200,-50.0,0
16261,200,200,200,200,10000.0,2
16262,200,250,200,200,-50.0,0
16263,200,200,200,200,10000.0,2
16264,250,200,200,200,-50.0,1
16265,200,200,200,200,10000.0,3
16266,200,250,200,200,-50.0,0
16267,200,200,200,200,10000.0,2
16268,150,200,200,200,-50.0,3
16269,200,200,200,200,10000.0,1
16270,200,250,200,200,-50.0,0
16271,200,200,200,200,10000.0,2
16272,250,200,200,200,-50.0,1
16273,200,200,200,200,10000.0,3
16274,200,250,200,200,-50.0,0
16275,200,200,200,200,10000.0,2
16276,250,200,200,200,-50.0,1
16277,200,200,200,200,10000.0,3
16278,200,150,200,200,-50.0,2
16279,200,200,200,200,10000.0,0
16280,250,200,200,200,-50.0,1
16281,200,200,200,200,10000.0,3
16282,200,150,200,200,-50.0,2
16283,200,200,200,200,10000.0,0
16284,250,200,200,200,-50.0,1
16285,200,200,200,200,10000.0,3
16286,200,250,200,200,-50.0,0
16287,200,200,200,200,10000.0,2
16288,200,250,200,200,-50.0,0
16289,200,200,200,200,10000.0,2
16290,200,250,200,200,-50.0,0
16291,200,200,200,200,10000.0,2
16292,250,200,200,200,-50.0,1
16293,200,200,200,200,10000.0,3
16294,200,250,200,200,-50.0,0
16295,200,200,200,200,10000.0,2
16296,200,250,200,200,-50.0,0
16297,200,200,200,200,10000.0,2
16298,200,250,200,200,-50.0,0
16299,200,200,200,200,10000.0,2
16300,200,250,200,200,-50.0,0
16301,200,200,200,200,10000.0,2
16302,200,250,200,200,-50.0,0
16303,200,200,200,200,10000.0,2
16304,200,250,200,200,-50.0,0
16305,200,200,200,200,10000.0,2
16306,250,200,200,200,-50.0,1
16307,200,200,200,200,10000.0,3
16308,250,200,200,200,-50.0,1
16309,200,200,200,200,10000.0,3
16310,250,200,200,200,-50.0,1
16311,200,200,200,200,10000.0,3
16312,250,200,200,200,-50.0,1
16313,200,200,200,200,10000.0,3
16314,200,150,200,200,-50.0,2
16315,200,200,200,200,10000.0,0
16316,250,200,200,200,-50.0,1
16317,200,200,200,200,10000.0,3
16318,250,200,200,200,-50.0,1
16319,200,200,200,200,10000.0,3
16320,200,250,200,200,-50.0,0
16321,200,200,200,200,10000.0,2
16322,250,200,200,200,-50.0,1
16323,200,200,200,200,10000.0,3
16324,200,250,200,200,-50.0,0
16325,200,200,200,200,10000.0,2
16326,250,200,200,200,-50.0,1
16327,200,200,200,200,10000.0,3
16328,250,200,200,200,-50.0,1
16329,200,200,200,200,10000.0,3
16330,250,200,200,200,-50.0,1
16331,200,200,200,200,10000.0,3
16332,200,250,200,200,-50.0,0
16333,200,200,200,200,10000.0,2
16334,200,250,200,200,-50.0,0
16335,200,200,200,200,10000.0,2
16336,250,200,200,200,-50.0,1
16337,200,200,200,200,10000.0,3
16338,250,200,200,200,-50.0,1
16339,200,200,200,200,10000.0,3
16340,200,250,200,200,-50.0,0
16341,200,200,200,200,10000.0,2
16342,150,200,200,200,-50.0,3
16343,200,200,200,200,10000.0,1
16344,200,250,200,200,-50.0,0
16345,200,200,200,200,10000.0,2
16346,250,200,200,200,-50.0,1
16347,200,200,200,200,10000.0,3
16348,200,250,200,200,-50.0,0
16349,200,200,200,200,10000.0,2
16350,250,200,200,200,-50.0,1
16351,200,200,200,200,10000.0,3
16352,250,200,200,200,-50.0,1
16353,200,200,200,200,10000.0,3
16354,200,250,200,200,-50.0,0
16355,200,200,200,200,10000.0,2
16356,250,200,200,200,-50.0,1
16357,200,200,200,200,10000.0,3
16358,250,200,200,200,-50.0,1
16359,200,200,200,200,10000.0,3
16360,250,200,200,200,-50.0,1
16361,200,200,200,200,10000.0,3
16362,200,150,200,200,-50.0,2
16363,200,200,200,200,10000.0,0
16364,200,150,200,200,-50.0,2
16365,200,200,200,200,10000.0,0
16366,200,250,200,200,-50.0,0
16367,200,200,200,200,10000.0,2
16368,200,250,200,200,-50.0,0
16369,200,200,200,200,10000.0,2
16370,250,200,200,200,-50.0,1
16371,200,200,200,200,10000.0,3
16372,200,250,200,200,-50.0,0
16373,200,200,200,200,10000.0,2
16374,250,200,200,200,-50.0,1
16375,200,200,200,200,10000.0,3
16376,250,200,200,200,-50.0,1
16377,200,200,200,200,10000.0,3
16378,250,200,200,200,-50.0,1
16379,200,200,200,200,10000.0,3
16380,200,250,200,200,-50.0,0
16381,200,200,200,200,10000.0,2
16382,200,250,200,200,-50.0,0
16383,200,200,200,200,10000.0,2
16384,250,200,200,200,-50.0,1
16385,200,200,200,200,10000.0,3
16386,200,250,200,200,-50.0,0
16387,200,200,200,200,10000.0,2
16388,200,250,200,200,-50.0,0
16389,250,250,200,200,-70.71067811865476,1
16390,200,250,200,200,-50.0,3
16391,200,200,200,200,10000.0,2
16392,250,200,200,200,-50.0,1
16393,200,200,200,200,10000.0,3
16394,150,200,200,200,-50.0,3
16395,200,200,200,200,10000.0,1
16396,200,250,200,200,-50.0,0
16397,200,200,200,200,10000.0,2
16398,200,250,200,200,-50.0,0
16399,200,200,200,200,10000.0,2
16400,250,200,200,200,-50.0,1
16401,200,200,200,200,10000.0,3
16402,200,250,200,200,-50.0,0
16403,200,200,200,200,10000.0,2
16404,250,200,200,200,-50.0,1
16405,200,200,200,200,10000.0,3
16406,200,250,200,200,-50.0,0
16407,200,200,200,200,10000.0,2
16408,200,250,200,200,-50.0,0
16409,200,200,200,200,10000.0,2
16410,200,250,200,200,-50.0,0
16411,150,250,200,200,-70.71067811865476,3
16412,200,250,200,200,-50.0,1
16413,200,200,200,200,10000.0,2
16414,250,200,200,200,-50.0,1
16415,200,200,200,200,10000.0,3
16416,200,250,200,200,-50.0,0
16417,200,200,200,200,10000.0,2
16418,150,200,200,200,-50.0,3
16419,200,200,200,200,10000.0,1
16420,250,200,200,200,-50.0,1
16421,200,200,200,200,10000.0,3
16422,250,200,200,200,-50.0,1
16423,200,200,200,200,10000.0,3
16424,200,250,200,200,-50.0,0
16425,200,200,200,200,10000.0,2
16426,200,250,200,200,-50.0,0
16427,200,200,200,200,10000.0,2
16428,200,250,200,200,-50.0,0
16429,200,200,200,200,10000.0,2
16430,250,200,200,200,-50.0,1
16431,200,200,200,200,10000.0,3
16432,250,200,200,200,-50.0,1
16433,200,200,200,200,10000.0,3
16434,250,200,200,200,-50.0,1
16435,200,200,200,200,10000.0,3
16436,250,200,200,200,-50.0,1
16437,200,200,200,200,10000.0,3
16438,200,250,200,200,-50.0,0
16439,200,200,200,200,10000.0,2
16440,250,200,200,200,-50.0,1
16441,200,200,200,200,10000.0,3
16442,200,250,200,200,-50.0,0
16443,200,200,200,200,10000.0,2
16444,250,200,200,200,-50.0,1
16445,200,200,200,200,10000.0,3
16446,200,250,200,200,-50.0,0
16447,200,200,200,200,10000.0,2
16448,200,250,200,200,-50.0,0
16449,200,200,200,200,10000.0,2
16450,200,150,200,200,-50.0,2
16451,200,200,200,200,10000.0,0
16452,250,200,200,200,-50.0,1
16453,200,200,200,200,10000.0,3
16454,250,200,200,200,-50.0,1
16455,200,200,200,200,10000.0,3
16456,250,200,200,200,-50.0,1
16457,200,200,200,200,10000.0,3
16458,200,250,200,200,-50.0,0
16459,200,200,200,200,10000.0,2
16460,200,250,200,200,-50.0,0
16461,150,250,200,200,-70.71067811865476,3
16462,200,250,200,200,-50.0,1
16463,200,200,200,200,10000.0,2
16464,200,250,200,200,-50.0,0
16465,200,200,200,200,10000.0,2
16466,200,250,200,200,-50.0,0
16467,200,200,200,200,10000.0,2
16468,200,250,200,200,-50.0,0
16469,200,200,200,200,10000.0,2
16470,200,250,200,200,-50.0,0
16471,200,200,200,200,10000.0,2
16472,250,200,200,200,-50.0,1
16473,200,200,200,200,10000.0,3
16474,200,250,200,200,-50.0,0
16475,200,200,200,200,10000.0,2
16476,200,250,200,200,-50.0,0
16477,200,200,200,200,10000.0,2
16478,150,200,200,200,-50.0,3
16479,200,200,200,200,10000.0,1
16480,250,200,200,200,-50.0,1
16481,200,200,200,200,10000.0,3
16482,200,250,200,200,-50.0,0
16483,200,200,200,200,10000.0,2
16484,250,200,200,200,-50.0,1
16485,200,200,200,200,10000.0,3
16486,200,250,200,200,-50.0,0
16487,200,200,200,200,10000.0,2
16488,200,250,200,200,-50.0,0
16489,200,200,200,200,10000.0,2
16490,200,150,200,200,-50.0,2
16491,200,200,200,200,10000.0,0
16492,200,250,200,200,-50.0,0
16493,200,200,200,200,10000.0,2
16494,250,200,200,200,-50.0,1
16495,200,200,200,200,10000.0,3
16496,200,250,200,200,-50.0,0
16497,200,200,200,200,10000.0,2
16498,200,150,200,200,-50.0,2
16499,200,200,200,200,10000.0,0
16500,200,250,200,200,-50.0,0
16501,200,200,200,200,10000.0,2
16502,200,150,200,200,-50.0,2
16503,200,200,200,200,10000.0,0
16504,250,200,200,200,-50.0,1
16505,200,200,200,200,10000.0,3
16506,200,250,200,200,-50.0,0
16507,250,250,200,200,-70.71067811865476,1
16508,200,250,200,200,-50.0,3
16509,200,200,200,200,10000.0,2
16510,250,200,200,200,-50.0,1
16511,200,200,200,200,10000.0,3
16512,250,200,200,200,-50.0,1
16513,200,200,200,200,10000.0,3
16514,250,200,200,200,-50.0,1
16515,200,200,200,200,10000.0,3
16516,200,250,200,200,-50.0,0
16517,200,200,200,200,10000.0,2
16518,200,250,200,200,-50.0,0
16519,200,200,200,200,10000.0,2
16520,150,200,200,200,-50.0,3
16521,200,200,200,200,10000.0,1
16522,250,200,200,200,-50.0,1
16523,200,200,200,200,10000.0,3
16524,150,200,200,200,-50.0,3
16525,200,200,200,200,10000.0,1
16526,250,200,200,200,-50.0,1
16527,200,200,200,200,10000.0,3
16528,150,200,200,200,-50.0,3
16529,200,200,200,200,10000.0,1
16530,250,200,200,200,-50.0,1
16531,200,200,200,200,10000.0,3
16532,200,250,200,200,-50.0,0
16533,200,200,200,200,10000.0,2
16534,200,150,200,200,-50.0,2
16535,200,200,200,200,10000.0,0
16536,200,250,200,200,-50.0,0
16537,200,200,200,200,10000.0,2
16538,200,150,200,200,-50.0,2
16539,200,200,200,200,10000.0,0
16540,200,250,200,200,-50.0,0
16541,200,200,200,200,10000.0,2
16542,200,250,200,200,-50.0,0
16543,200,200,200,200,10000.0,2
16544,200,250,200,200,-50.0,0
16545,200,200,200,200,10000.0,2
16546,250,200,200,200,-50.0,1
16547,200,200,200,200,10000.0,3
16548,200,250,200,200,-50.0,0
16549,200,200,200,200,10000.0,2
16550,200,250,200,200,-50.0,0
16551,200,200,200,200,10000.0,2
16552,250,200,200,200,-50.0,1
16553,200,200,200,200,10000.0,3
16554,200,250,200,200,-50.0,0
16555,200,200,200,200,10000.0,2
16556,200,250,200,200,-50.0,0
16557,200,200,200,200,10000.0,2
16558,250,200,200,200,-50.0,1
16559,200,200,200,200,10000.0,3
16560,200,250,200,200,-50.0,0
16561,200,200,200,200,10000.0,2
16562,150,200,200,200,-50.0,3
16563,200,200,200,200,10000.0,1
16564,200,250,200,200,-50.0,0
16565,200,200,200,200,10000.0,2
16566,250,200,200,200,-50.0,1
16567,200,200,200,200,10000.0,3
16568,200,250,200,200,-50.0,0
16569,200,200,200,200,10000.0,2
16570,200,250,200,200,-50.0,0
16571,200,200,200,200,10000.0,2
16572,250,200,200,200,-50.0,1
16573,200,200,200,200,10000.0,3
16574,250,200,200,200,-50.0,1
16575,200,200,200,200,10000.0,3
16576,250,200,200,200,-50.0,1
16577,200,200,200,200,10000.0,3
16578,200,250,200,200,-50.0,0
16579,200,200,200,200,10000.0,2
16580,200,250,200,200,-50.0,0
16581,200,200,200,200,10000.0,2
16582,250,200,200,200,-50.0,1
16583,200,200,200,200,10000.0,3
16584,250,200,200,200,-50.0,1
16585,200,200,200,200,10000.0,3
16586,250,200,200,200,-50.0,1
16587,200,200,200,200,10000.0,3
16588,200,250,200,200,-50.0,0
16589,200,200,200,200,10000.0,2
16590,200,150,200,200,-50.0,2
16591,200,200,200,200,10000.0,0
16592,200,250,200,200,-50.0,0
16593,200,200,200,200,10000.0,2
16594,250,200,200,200,-50.0,1
16595,200,200,200,200,10000.0,3
16596,250,200,200,200,-50.0,1
16597,200,200,200,200,10000.0,3
16598,200,250,200,200,-50.0,0
16599,200,200,200,200,10000.0,2
16600,250,200,200,200,-50.0,1
16601,200,200,200,200,10000.0,3
16602,250,200,200,200,-50.0,1
16603,200,200,200,200,10000.0,3
16604,200,250,200,200,-50.0,0
16605,200,200,200,200,10000.0,2
16606,200,250,200,200,-50.0,0
16607,200,200,200,200,10000.0,2
16608,250,200,200,200,-50.0,1
16609,200,200,200,200,10000.0,3
16610,250,200,200,200,-50.0,1
16611,200,200,200,200,10000.0,3
16612,250,200,200,200,-50.0,1
16613,200,200,200,200,10000.0,3
16614,200,250,200,200,-50.0,0
16615,200,200,200,200,10000.0,2
16616,200,150,200,200,-50.0,2
16617,200,200,200,200,10000.0,0
16618,200,250,200,200,-50.0,0
16619,200,200,200,200,10000.0,2
16620,200,250,200,200,-50.0,0
16621,200,200,200,200,10000.0,2
16622,250,200,200,200,-50.0,1
16623,200,200,200,200,10000.0,3
16624,250,200,200,200,-50.0,1
16625,200,200,200,200,10000.0,3
16626,150,200,200,200,-50.0,3
16627,200,200,200,200,10000.0,1
16628,250,200,200,200,-50.0,1
16629,200,200,200,200,10000.0,3
16630,200,250,200,200,-50.0,0
16631,200,200,200,200,10000.0,2
16632,150,200,200,200,-50.0,3
16633,200,200,200,200,10000.0,1
16634,200,250,200,200,-50.0,0
16635,200,200,200,200,10000.0,2
16636,200,250,200,200,-50.0,0
16637,200,200,200,200,10000.0,2
16638,250,200,200,200,-50.0,1
16639,200,200,200,200,10000.0,3
16640,150,200,200,200,-50.0,3
16641,200,200,200,200,10000.0,1
16642,250,200,200,200,-50.0,1
16643,200,200,200,200,10000.0,3
16644,250,200,200,200,-50.0,1
16645,200,200,200,200,10000.0,3
16646,250,200,200,200,-50.0,1
16647,200,200,200,200,10000.0,3
16648,200,150,200,200,-50.0,2
16649,200,200,200,200,10000.0,0
16650,200,250,200,200,-50.0,0
16651,200,200,200,200,10000.0,2
16652,250,200,200,200,-50.0,1
16653,200,200,200,200,10000.0,3
16654,200,250,200,200,-50.0,0
16655,200,200,200,200,10000.0,2
16656,250,200,200,200,-50.0,1
16657,200,200,200,200,10000.0,3
16658,200,250,200,200,-50.0,0
16659,200,200,200,200,10000.0,2
16660,250,200,200,200,-50.0,1
16661,200,200,200,200,10000.0,3
16662,200,250,200,200,-50.0,0
16663,200,200,200,200,10000.0,2
16664,250,200,200,200,-50.0,1
16665,200,200,200,200,10000.0,3
16666,250,200,200,200,-50.0,1
16667,200,200,200,200,10000.0,3
16668,250,200,200,200,-50.0,1
16669,200,200,200,200,10000.0,3
16670,250,200,200,200,-50.0,1
16671,200,200,200,200,10000.0,3
16672,250,200,200,200,-50.0,1
16673,200,200,200,200,10000.0,3
16674,200,250,200,200,-50.0,0
16675,200,200,200,200,10000.0,2
16676,200,150,200,200,-50.0,2
16677,200,200,200,200,10000.0,0
16678,250,200,200,200,-50.0,1
16679,200,200,200,200,10000.0,3
16680,200,250,200,200,-50.0,0
16681,200,200,200,200,10000.0,2
16682,200,250,200,200,-50.0,0
16683,200,200,200,200,10000.0,2
16684,150,200,200,200,-50.0,3
16685,200,200,200,200,10000.0,1
16686,200,250,200,200,-50.0,0
16687,200,200,200,200,10000.0,2
16688,250,200,200,200,-50.0,1
16689,200,200,200,200,10000.0,3
16690,200,150,200,200,-50.0,2
16691,200,200,200,200,10000.0,0
16692,250,200,200,200,-50.0,1
16693,200,200,200,200,10000.0,3
16694,250,200,200,200,-50.0,1
16695,200,200,200,200,10000.0,3
16696,250,200,200,200,-50.0,1
16697,200,200,200,200,10000.0,3
16698,200,250,200,200,-50.0,0
16699,200,200,200,200,10000.0,2
16700,250,200,200,200,-50.0,1
16701,200,200,200,200,10000.0,3
16702,200,250,200,200,-50.0,0
16703,200,200,200,200,10000.0,2
16704,250,200,200,200,-50.0,1
16705,200,200,200,200,10000.0,3
16706,250,200,200,200,-50.0,1
16707,200,200,200,200,10000.0,3
16708,150,200,200,200,-50.0,3
16709,200,200,200,200,10000.0,1
16710,200,150,200,200,-50.0,2
16711,200,200,200,200,10000.0,0
16712,250,200,200,200,-50.0,1
16713,200,200,200,200,10000.0,3
16714,250,200,200,200,-50.0,1
16715,200,200,200,200,10000.0,3
16716,250,200,200,200,-50.0,1
16717,200,200,200,200,10000.0,3
16718,250,200,200,200,-50.0,1
16719,200,200,200,200,10000.0,3
16720,200,250,200,200,-50.0,0
16721,200,200,200,200,10000.0,2
16722,200,250,200,200,-50.0,0
16723,200,200,200,200,10000.0,2
16724,250,200,200,200,-50.0,1
16725,200,200,200,200,10000.0,3
16726,250,200,200,200,-50.0,1
16727,200,200,200,200,10000.0,3
16728,250,200,200,200,-50.0,1
16729,200,200,200,200,10000.0,3
16730,250,200,200,200,-50.0,1
16731,200,200,200,200,10000.0,3
16732,250,200,200,200,-50.0,1
16733,200,200,200,200,10000.0,3
16734,150,200,200,200,-50.0,3
16735,200,200,200,200,10000.0,1
16736,200,250,200,200,-50.0,0
16737,200,200,200,200,10000.0,2
16738,200,250,200,200,-50.0,0
16739,200,200,200,200,10000.0,2
16740,250,200,200,200,-50.0,1
16741,200,200,200,200,10000.0,3
16742,200,250,200,200,-50.0,0
16743,200,200,200,200,10000.0,2
16744,200,250,200,200,-50.0,0
16745,200,200,200,200,10000.0,2
16746,250,200,200,200,-50.0,1
16747,200,200,200,200,10000.0,3
16748,250,200,200,200,-50.0,1
16749,200,200,200,200,10000.0,3
16750,200,250,200,200,-50.0,0
16751,200,200,200,200,10000.0,2
16752,250,200,200,200,-50.0,1
16753,200,200,200,200,10000.0,3
16754,250,200,200,200,-50.0,1
16755,200,200,200,200,10000.0,3
16756,250,200,200,200,-50.0,1
16757,200,200,200,200,10000.0,3
16758,150,200,200,200,-50.0,3
16759,150,150,200,200,-70.71067811865476,2
16760,150,200,200,200,-50.0,0
16761,200,200,200,200,10000.0,1
16762,200,250,200,200,-50.0,0
16763,200,200,200,200,10000.0,2
16764,200,250,200,200,-50.0,0
16765,200,200,200,200,10000.0,2
16766,250,200,200,200,-50.0,1
16767,200,200,200,200,10000.0,3
16768,200,150,200,200,-50.0,2
16769,200,200,200,200,10000.0,0
16770,250,200,200,200,-50.0,1
16771,200,200,200,200,10000.0,3
16772,250,200,200,200,-50.0,1
16773,200,200,200,200,10000.0,3
16774,200,250,200,200,-50.0,0
16775,200,200,200,200,10000.0,2
16776,250,200,200,200,-50.0,1
16777,200,200,200,200,10000.0,3
16778,250,200,200,200,-50.0,1
16779,200,200,200,200,10000.0,3
16780,250,200,200,200,-50.0,1
16781,200,200,200,200,10000.0,3
16782,200,250,200,200,-50.0,0
16783,250,250,200,200,-70.71067811865476,1
16784,250,200,200,200,-50.0,2
16785,200,200,200,200,10000.0,3
16786,200,250,200,200,-50.0,0
16787,200,200,200,200,10000.0,2
16788,200,250,200,200,-50.0,0
16789,200,200,200,200,10000.0,2
16790,200,250,200,200,-50.0,0
16791,200,200,200,200,10000.0,2
16792,200,250,200,200,-50.0,0
16793,200,200,200,200,10000.0,2
16794,250,200,200,200,-50.0,1
16795,200,200,200,200,10000.0,3
16796,250,200,200,200,-50.0,1
16797,200,200,200,200,10000.0,3
16798,200,250,200,200,-50.0,0
16799,200,200,200,200,10000.0,2
16800,250,200,200,200,-50.0,1
16801,200,200,200,200,10000.0,3
16802,250,200,200,200,-50.0,1
16803,200,200,200,200,10000.0,3
16804,250,200,200,200,-50.0,1
16805,200,200,200,200,10000.0,3
16806,250,200,200,200,-50.0,1
16807,200,200,200,200,10000.0,3
16808,200,250,200,200,-50.0,0
16809,200,200,200,200,10000.0,2
16810,250,200,200,200,-50.0,1
16811,200,200,200,200,10000.0,3
16812,200,250,200,200,-50.0,0
16813,200,200,200,200,10000.0,2
16814,250,200,200,200,-50.0,1
16815,200,200,200,200,10000.0,3
16816,250,200,200,200,-50.0,1
16817,200,200,200,200,10000.0,3
16818,200,250,200,200,-50.0,0
16819,200,200,200,200,10000.0,2
16820,200,150,200,200,-50.0,2
16821,200,200,200,200,10000.0,0
16822,200,250,200,200,-50.0,0
16823,200,200,200,200,10000.0,2
16824,200,250,200,200,-50.0,0
16825,200,200,200,200,10000.0,2
16826,200,250,200,200,-50.0,0
16827,200,200,200,200,10000.0,2
16828,250,200,200,200,-50.0,1
16829,200,200,200,200,10000.0,3
16830,250,200,200,200,-50.0,1
16831,200,200,200,200,10000.0,3
16832,250,200,200,200,-50.0,1
16833,200,200,200,200,10000.0,3
16834,250,200,200,200,-50.0,1
16835,200,200,200,200,10000.0,3
16836,200,250,200,200,-50.0,0
16837,200,200,200,200,10000.0,2
16838,250,200,200,200,-50.0,1
16839,200,200,200,200,10000.0,3
16840,250,200,200,200,-50.0,1
16841,200,200,200,200,10000.0,3
16842,250,200,200,200,-50.0,1
16843,200,200,200,200,10000.0,3
16844,200,250,200,200,-50.0,0
16845,200,200,200,200,10000.0,2
16846,200,250,200,200,-50.0,0
16847,200,200,200,200,10000.0,2
16848,250,200,200,200,-50.0,1
16849,200,200,200,200,10000.0,3
16850,250,200,200,200,-50.0,1
16851,200,200,200,200,10000.0,3
16852,250,200,200,200,-50.0,1
16853,200,200,200,200,10000.0,3
16854,250,200,200,200,-50.0,1
16855,200,200,200,200,10000.0,3
16856,250,200,200,200,-50.0,1
16857,200,200,200,200,10000.0,3
16858,200,250,200,200,-50.0,0
16859,200,200,200,200,10000.0,2
16860,250,200,200,200,-50.0,1
16861,200,200,200,200,10000.0,3
16862,200,250,200,200,-50.0,0
16863,200,200,200,200,10000.0,2
16864,200,250,200,200,-50.0,0
16865,200,200,200,200,10000.0,2
16866,250,200,200,200,-50.0,1
16867,200,200,200,200,10000.0,3
16868,200,250,200,200,-50.0,0
16869,200,200,200,200,10000.0,2
16870,200,250,200,200,-50.0,0
16871,200,200,200,200,10000.0,2
16872,200,250,200,200,-50.0,0
16873,200,200,200,200,10000.0,2
16874,200,250,200,200,-50.0,0
16875,200,200,200,200,10000.0,2
16876,250,200,200,200,-50.0,1
16877,200,200,200,200,10000.0,3
16878,200,250,200,200,-50.0,0
16879,200,200,200,200,10000.0,2
16880,200,250,200,200,-50.0,0
16881,200,200,200,200,10000.0,2
16882,250,200,200,200,-50.0,1
16883,200,200,200,200,10000.0,3
16884,200,250,200,200,-50.0,0
16885,200,200,200,200,10000.0,2
16886,250,200,200,200,-50.0,1
16887,200,200,200,200,10000.0,3
16888,200,250,200,200,-50.0,0
16889,200,200,200,200,10000.0,2
16890,200,250,200,200,-50.0,0
16891,200,200,200,200,10000.0,2
16892,200,250,200,200,-50.0,0
16893,200,200,200,200,10000.0,2
16894,250,200,200,200,-50.0,1
16895,200,200,200,200,10000.0,3
16896,250,200,200,200,-50.0,1
16897,200,200,200,200,10000.0,3
16898,150,200,200,200,-50.0,3
16899,150,250,200,200,-70.71067811865476,0
16900,150,200,200,200,-50.0,2
16901,200,200,200,200,10000.0,1
16902,250,200,200,200,-50.0,1
16903,200,200,200,200,10000.0,3
16904,250,200,200,200,-50.0,1
16905,200,200,200,200,10000.0,3
16906,250,200,200,200,-50.0,1
16907,200,200,200,200,10000.0,3
16908,200,250,200,200,-50.0,0
16909,200,200,200,200,10000.0,2
16910,250,200,200,200,-50.0,1
16911,200,200,200,200,10000.0,3
16912,200,250,200,200,-50.0,0
16913,200,200,200,200,10000.0,2
16914,250,200,200,200,-50.0,1
16915,200,200,200,200,10000.0,3
16916,250,200,200,200,-50.0,1
16917,200,200,200,200,10000.0,3
