obs.no,agent_x,agent_y,gem_x,gem_y,rewards,action
58344,250,200,200,200,-50.0,1
58345,200,200,200,200,10000.0,3
58346,250,200,200,200,-50.0,1
58347,200,200,200,200,10000.0,3
58348,200,250,200,200,-50.0,0
58349,200,200,200,200,10000.0,2
58350,250,200,200,200,-50.0,1
58351,200,200,200,200,10000.0,3
58352,200,250,200,200,-50.0,0
58353,200,200,200,200,10000.0,2
58354,200,250,200,200,-50.0,0
58355,200,200,200,200,10000.0,2
58356,250,200,200,200,-50.0,1
58357,200,200,200,200,10000.0,3
58358,250,200,200,200,-50.0,1
58359,200,200,200,200,10000.0,3
58360,250,200,200,200,-50.0,1
58361,200,200,200,200,10000.0,3
58362,250,200,200,200,-50.0,1
58363,200,200,200,200,10000.0,3
58364,250,200,200,200,-50.0,1
58365,200,200,200,200,10000.0,3
58366,250,200,200,200,-50.0,1
58367,200,200,200,200,10000.0,3
58368,200,250,200,200,-50.0,0
58369,200,200,200,200,10000.0,2
58370,200,250,200,200,-50.0,0
58371,200,200,200,200,10000.0,2
58372,150,200,200,200,-50.0,3
58373,200,200,200,200,10000.0,1
58374,250,200,200,200,-50.0,1
58375,200,200,200,200,10000.0,3
58376,250,200,200,200,-50.0,1
58377,200,200,200,200,10000.0,3
58378,250,200,200,200,-50.0,1
58379,200,200,200,200,10000.0,3
58380,250,200,200,200,-50.0,1
58381,200,200,200,200,10000.0,3
58382,200,250,200,200,-50.0,0
58383,200,200,200,200,10000.0,2
58384,250,200,200,200,-50.0,1
58385,200,200,200,200,10000.0,3
58386,250,200,200,200,-50.0,1
58387,200,200,200,200,10000.0,3
58388,250,200,200,200,-50.0,1
58389,200,200,200,200,10000.0,3
58390,250,200,200,200,-50.0,1
58391,200,200,200,200,10000.0,3
58392,200,250,200,200,-50.0,0
58393,200,200,200,200,10000.0,2
58394,250,200,200,200,-50.0,1
58395,200,200,200,200,10000.0,3
58396,250,200,200,200,-50.0,1
58397,200,200,200,200,10000.0,3
58398,200,250,200,200,-50.0,0
58399,200,200,200,200,10000.0,2
58400,200,250,200,200,-50.0,0
58401,200,200,200,200,10000.0,2
58402,250,200,200,200,-50.0,1
58403,200,200,200,200,10000.0,3
58404,250,200,200,200,-50.0,1
58405,200,200,200,200,10000.0,3
58406,200,250,200,200,-50.0,0
58407,200,200,200,200,10000.0,2
58408,250,200,200,200,-50.0,1
58409,200,200,200,200,10000.0,3
58410,250,200,200,200,-50.0,1
58411,200,200,200,200,10000.0,3
58412,200,250,200,200,-50.0,0
58413,200,200,200,200,10000.0,2
58414,200,250,200,200,-50.0,0
58415,200,200,200,200,10000.0,2
58416,250,200,200,200,-50.0,1
58417,200,200,200,200,10000.0,3
58418,250,200,200,200,-50.0,1
58419,200,200,200,200,10000.0,3
58420,250,200,200,200,-50.0,1
58421,200,200,200,200,10000.0,3
58422,250,200,200,200,-50.0,1
58423,200,200,200,200,10000.0,3
58424,250,200,200,200,-50.0,1
58425,250,250,200,200,-70.71067811865476,0
58426,200,250,200,200,-50.0,3
58427,200,200,200,200,10000.0,2
58428,200,250,200,200,-50.0,0
58429,200,200,200,200,10000.0,2
58430,250,200,200,200,-50.0,1
58431,200,200,200,200,10000.0,3
58432,250,200,200,200,-50.0,1
58433,200,200,200,200,10000.0,3
58434,250,200,200,200,-50.0,1
58435,200,200,200,200,10000.0,3
58436,200,250,200,200,-50.0,0
58437,200,200,200,200,10000.0,2
58438,250,200,200,200,-50.0,1
58439,250,250,200,200,-70.71067811865476,0
58440,200,250,200,200,-50.0,3
58441,200,200,200,200,10000.0,2
58442,250,200,200,200,-50.0,1
58443,200,200,200,200,10000.0,3
58444,200,250,200,200,-50.0,0
58445,200,200,200,200,10000.0,2
58446,250,200,200,200,-50.0,1
58447,200,200,200,200,10000.0,3
58448,250,200,200,200,-50.0,1
58449,200,200,200,200,10000.0,3
58450,200,250,200,200,-50.0,0
58451,200,200,200,200,10000.0,2
58452,200,250,200,200,-50.0,0
58453,200,200,200,200,10000.0,2
58454,250,200,200,200,-50.0,1
58455,200,200,200,200,10000.0,3
58456,250,200,200,200,-50.0,1
58457,200,200,200,200,10000.0,3
58458,200,250,200,200,-50.0,0
58459,200,200,200,200,10000.0,2
58460,200,250,200,200,-50.0,0
58461,200,200,200,200,10000.0,2
58462,150,200,200,200,-50.0,3
58463,200,200,200,200,10000.0,1
58464,200,250,200,200,-50.0,0
58465,200,200,200,200,10000.0,2
58466,250,200,200,200,-50.0,1
58467,200,200,200,200,10000.0,3
58468,250,200,200,200,-50.0,1
58469,200,200,200,200,10000.0,3
58470,250,200,200,200,-50.0,1
58471,200,200,200,200,10000.0,3
58472,250,200,200,200,-50.0,1
58473,200,200,200,200,10000.0,3
58474,250,200,200,200,-50.0,1
58475,200,200,200,200,10000.0,3
58476,200,250,200,200,-50.0,0
58477,200,200,200,200,10000.0,2
58478,200,250,200,200,-50.0,0
58479,200,200,200,200,10000.0,2
58480,200,150,200,200,-50.0,2
58481,200,200,200,200,10000.0,0
58482,200,250,200,200,-50.0,0
58483,200,200,200,200,10000.0,2
58484,250,200,200,200,-50.0,1
58485,200,200,200,200,10000.0,3
58486,150,200,200,200,-50.0,3
58487,200,200,200,200,10000.0,1
58488,200,250,200,200,-50.0,0
58489,200,200,200,200,10000.0,2
58490,250,200,200,200,-50.0,1
58491,200,200,200,200,10000.0,3
58492,200,250,200,200,-50.0,0
58493,200,200,200,200,10000.0,2
58494,200,150,200,200,-50.0,2
58495,200,200,200,200,10000.0,0
58496,250,200,200,200,-50.0,1
58497,200,200,200,200,10000.0,3
58498,200,250,200,200,-50.0,0
58499,200,200,200,200,10000.0,2
58500,250,200,200,200,-50.0,1
58501,200,200,200,200,10000.0,3
58502,200,150,200,200,-50.0,2
58503,200,200,200,200,10000.0,0
58504,200,250,200,200,-50.0,0
58505,200,200,200,200,10000.0,2
58506,250,200,200,200,-50.0,1
58507,200,200,200,200,10000.0,3
58508,250,200,200,200,-50.0,1
58509,200,200,200,200,10000.0,3
58510,200,150,200,200,-50.0,2
58511,200,200,200,200,10000.0,0
58512,200,250,200,200,-50.0,0
58513,200,200,200,200,10000.0,2
58514,250,200,200,200,-50.0,1
58515,200,200,200,200,10000.0,3
58516,200,250,200,200,-50.0,0
58517,200,200,200,200,10000.0,2
58518,200,250,200,200,-50.0,0
58519,200,200,200,200,10000.0,2
58520,250,200,200,200,-50.0,1
58521,200,200,200,200,10000.0,3
58522,200,250,200,200,-50.0,0
58523,200,200,200,200,10000.0,2
58524,150,200,200,200,-50.0,3
58525,200,200,200,200,10000.0,1
58526,250,200,200,200,-50.0,1
58527,200,200,200,200,10000.0,3
58528,250,200,200,200,-50.0,1
58529,200,200,200,200,10000.0,3
58530,200,250,200,200,-50.0,0
58531,200,200,200,200,10000.0,2
58532,250,200,200,200,-50.0,1
58533,200,200,200,200,10000.0,3
58534,250,200,200,200,-50.0,1
58535,200,200,200,200,10000.0,3
58536,250,200,200,200,-50.0,1
58537,200,200,200,200,10000.0,3
58538,200,150,200,200,-50.0,2
58539,200,200,200,200,10000.0,0
58540,200,250,200,200,-50.0,0
58541,200,200,200,200,10000.0,2
58542,250,200,200,200,-50.0,1
58543,200,200,200,200,10000.0,3
58544,200,250,200,200,-50.0,0
58545,200,200,200,200,10000.0,2
58546,250,200,200,200,-50.0,1
58547,200,200,200,200,10000.0,3
58548,200,250,200,200,-50.0,0
58549,200,200,200,200,10000.0,2
58550,200,250,200,200,-50.0,0
58551,200,200,200,200,10000.0,2
58552,200,250,200,200,-50.0,0
58553,200,200,200,200,10000.0,2
58554,200,250,200,200,-50.0,0
58555,200,200,200,200,10000.0,2
58556,250,200,200,200,-50.0,1
58557,200,200,200,200,10000.0,3
58558,250,200,200,200,-50.0,1
58559,200,200,200,200,10000.0,3
58560,250,200,200,200,-50.0,1
58561,250,250,200,200,-70.71067811865476,0
58562,250,200,200,200,-50.0,2
58563,200,200,200,200,10000.0,3
58564,200,250,200,200,-50.0,0
58565,200,200,200,200,10000.0,2
58566,250,200,200,200,-50.0,1
58567,200,200,200,200,10000.0,3
58568,200,250,200,200,-50.0,0
58569,200,200,200,200,10000.0,2
58570,250,200,200,200,-50.0,1
58571,200,200,200,200,10000.0,3
58572,200,250,200,200,-50.0,0
58573,200,200,200,200,10000.0,2
58574,250,200,200,200,-50.0,1
58575,200,200,200,200,10000.0,3
58576,250,200,200,200,-50.0,1
58577,200,200,200,200,10000.0,3
58578,200,250,200,200,-50.0,0
58579,200,200,200,200,10000.0,2
58580,250,200,200,200,-50.0,1
58581,200,200,200,200,10000.0,3
58582,200,250,200,200,-50.0,0
58583,250,250,200,200,-70.71067811865476,1
58584,250,200,200,200,-50.0,2
58585,200,200,200,200,10000.0,3
58586,200,250,200,200,-50.0,0
58587,200,200,200,200,10000.0,2
58588,200,250,200,200,-50.0,0
58589,200,200,200,200,10000.0,2
58590,200,250,200,200,-50.0,0
58591,200,200,200,200,10000.0,2
58592,250,200,200,200,-50.0,1
58593,200,200,200,200,10000.0,3
58594,250,200,200,200,-50.0,1
58595,200,200,200,200,10000.0,3
58596,250,200,200,200,-50.0,1
58597,200,200,200,200,10000.0,3
58598,250,200,200,200,-50.0,1
58599,200,200,200,200,10000.0,3
58600,250,200,200,200,-50.0,1
58601,200,200,200,200,10000.0,3
58602,250,200,200,200,-50.0,1
58603,200,200,200,200,10000.0,3
58604,250,200,200,200,-50.0,1
58605,200,200,200,200,10000.0,3
58606,250,200,200,200,-50.0,1
58607,200,200,200,200,10000.0,3
58608,200,150,200,200,-50.0,2
58609,200,200,200,200,10000.0,0
58610,250,200,200,200,-50.0,1
58611,200,200,200,200,10000.0,3
58612,200,250,200,200,-50.0,0
58613,200,200,200,200,10000.0,2
58614,250,200,200,200,-50.0,1
58615,200,200,200,200,10000.0,3
58616,250,200,200,200,-50.0,1
58617,200,200,200,200,10000.0,3
58618,250,200,200,200,-50.0,1
58619,200,200,200,200,10000.0,3
58620,250,200,200,200,-50.0,1
58621,200,200,200,200,10000.0,3
58622,250,200,200,200,-50.0,1
58623,200,200,200,200,10000.0,3
58624,200,150,200,200,-50.0,2
58625,200,200,200,200,10000.0,0
58626,250,200,200,200,-50.0,1
58627,200,200,200,200,10000.0,3
58628,250,200,200,200,-50.0,1
58629,200,200,200,200,10000.0,3
58630,250,200,200,200,-50.0,1
58631,200,200,200,200,10000.0,3
58632,250,200,200,200,-50.0,1
58633,200,200,200,200,10000.0,3
58634,200,250,200,200,-50.0,0
58635,200,200,200,200,10000.0,2
58636,200,250,200,200,-50.0,0
58637,200,200,200,200,10000.0,2
58638,250,200,200,200,-50.0,1
58639,200,200,200,200,10000.0,3
58640,250,200,200,200,-50.0,1
58641,200,200,200,200,10000.0,3
58642,250,200,200,200,-50.0,1
58643,200,200,200,200,10000.0,3
58644,200,250,200,200,-50.0,0
58645,200,200,200,200,10000.0,2
58646,200,250,200,200,-50.0,0
58647,200,200,200,200,10000.0,2
58648,200,250,200,200,-50.0,0
58649,200,200,200,200,10000.0,2
58650,250,200,200,200,-50.0,1
58651,200,200,200,200,10000.0,3
58652,250,200,200,200,-50.0,1
58653,200,200,200,200,10000.0,3
58654,200,250,200,200,-50.0,0
58655,200,200,200,200,10000.0,2
58656,200,250,200,200,-50.0,0
58657,200,200,200,200,10000.0,2
58658,250,200,200,200,-50.0,1
58659,200,200,200,200,10000.0,3
58660,200,250,200,200,-50.0,0
58661,200,200,200,200,10000.0,2
58662,200,250,200,200,-50.0,0
58663,200,200,200,200,10000.0,2
58664,250,200,200,200,-50.0,1
58665,200,200,200,200,10000.0,3
58666,250,200,200,200,-50.0,1
58667,200,200,200,200,10000.0,3
58668,250,200,200,200,-50.0,1
58669,200,200,200,200,10000.0,3
58670,200,250,200,200,-50.0,0
58671,200,200,200,200,10000.0,2
58672,200,250,200,200,-50.0,0
58673,200,200,200,200,10000.0,2
58674,150,200,200,200,-50.0,3
58675,200,200,200,200,10000.0,1
58676,200,250,200,200,-50.0,0
58677,200,200,200,200,10000.0,2
58678,200,250,200,200,-50.0,0
58679,200,200,200,200,10000.0,2
58680,250,200,200,200,-50.0,1
58681,200,200,200,200,10000.0,3
58682,200,250,200,200,-50.0,0
58683,200,200,200,200,10000.0,2
58684,250,200,200,200,-50.0,1
58685,200,200,200,200,10000.0,3
58686,200,250,200,200,-50.0,0
58687,200,200,200,200,10000.0,2
58688,250,200,200,200,-50.0,1
58689,200,200,200,200,10000.0,3
58690,200,250,200,200,-50.0,0
58691,200,200,200,200,10000.0,2
58692,250,200,200,200,-50.0,1
58693,200,200,200,200,10000.0,3
58694,200,250,200,200,-50.0,0
58695,200,200,200,200,10000.0,2
58696,250,200,200,200,-50.0,1
58697,200,200,200,200,10000.0,3
58698,250,200,200,200,-50.0,1
58699,200,200,200,200,10000.0,3
58700,200,250,200,200,-50.0,0
58701,200,200,200,200,10000.0,2
58702,250,200,200,200,-50.0,1
58703,200,200,200,200,10000.0,3
58704,200,250,200,200,-50.0,0
58705,200,200,200,200,10000.0,2
58706,200,250,200,200,-50.0,0
58707,200,200,200,200,10000.0,2
58708,250,200,200,200,-50.0,1
58709,200,200,200,200,10000.0,3
58710,200,250,200,200,-50.0,0
58711,200,200,200,200,10000.0,2
58712,200,250,200,200,-50.0,0
58713,200,200,200,200,10000.0,2
58714,250,200,200,200,-50.0,1
58715,200,200,200,200,10000.0,3
58716,250,200,200,200,-50.0,1
58717,200,200,200,200,10000.0,3
58718,250,200,200,200,-50.0,1
58719,200,200,200,200,10000.0,3
58720,250,200,200,200,-50.0,1
58721,200,200,200,200,10000.0,3
58722,200,250,200,200,-50.0,0
58723,250,250,200,200,-70.71067811865476,1
58724,200,250,200,200,-50.0,3
58725,200,200,200,200,10000.0,2
58726,250,200,200,200,-50.0,1
58727,200,200,200,200,10000.0,3
58728,200,250,200,200,-50.0,0
58729,200,200,200,200,10000.0,2
58730,250,200,200,200,-50.0,1
58731,200,200,200,200,10000.0,3
58732,200,250,200,200,-50.0,0
58733,200,200,200,200,10000.0,2
58734,250,200,200,200,-50.0,1
58735,200,200,200,200,10000.0,3
58736,150,200,200,200,-50.0,3
58737,200,200,200,200,10000.0,1
58738,200,250,200,200,-50.0,0
58739,200,200,200,200,10000.0,2
58740,200,250,200,200,-50.0,0
58741,200,200,200,200,10000.0,2
58742,250,200,200,200,-50.0,1
58743,200,200,200,200,10000.0,3
58744,200,250,200,200,-50.0,0
58745,200,200,200,200,10000.0,2
58746,200,150,200,200,-50.0,2
58747,200,200,200,200,10000.0,0
58748,200,250,200,200,-50.0,0
58749,200,200,200,200,10000.0,2
58750,250,200,200,200,-50.0,1
58751,200,200,200,200,10000.0,3
58752,250,200,200,200,-50.0,1
58753,200,200,200,200,10000.0,3
58754,200,250,200,200,-50.0,0
58755,200,200,200,200,10000.0,2
58756,200,250,200,200,-50.0,0
58757,200,200,200,200,10000.0,2
58758,250,200,200,200,-50.0,1
58759,200,200,200,200,10000.0,3
58760,250,200,200,200,-50.0,1
58761,200,200,200,200,10000.0,3
58762,200,250,200,200,-50.0,0
58763,150,250,200,200,-70.71067811865476,3
58764,150,200,200,200,-50.0,2
58765,200,200,200,200,10000.0,1
58766,250,200,200,200,-50.0,1
58767,200,200,200,200,10000.0,3
58768,200,250,200,200,-50.0,0
58769,200,200,200,200,10000.0,2
58770,250,200,200,200,-50.0,1
58771,200,200,200,200,10000.0,3
58772,250,200,200,200,-50.0,1
58773,200,200,200,200,10000.0,3
58774,200,250,200,200,-50.0,0
58775,200,200,200,200,10000.0,2
58776,250,200,200,200,-50.0,1
58777,200,200,200,200,10000.0,3
58778,200,250,200,200,-50.0,0
58779,200,200,200,200,10000.0,2
58780,200,250,200,200,-50.0,0
58781,200,200,200,200,10000.0,2
58782,250,200,200,200,-50.0,1
58783,200,200,200,200,10000.0,3
58784,250,200,200,200,-50.0,1
58785,200,200,200,200,10000.0,3
58786,150,200,200,200,-50.0,3
58787,200,200,200,200,10000.0,1
58788,250,200,200,200,-50.0,1
58789,200,200,200,200,10000.0,3
58790,200,250,200,200,-50.0,0
58791,200,200,200,200,10000.0,2
58792,200,250,200,200,-50.0,0
58793,200,200,200,200,10000.0,2
58794,250,200,200,200,-50.0,1
58795,200,200,200,200,10000.0,3
58796,200,250,200,200,-50.0,0
58797,200,200,200,200,10000.0,2
58798,200,250,200,200,-50.0,0
58799,200,200,200,200,10000.0,2
58800,200,250,200,200,-50.0,0
58801,200,200,200,200,10000.0,2
58802,250,200,200,200,-50.0,1
58803,200,200,200,200,10000.0,3
58804,250,200,200,200,-50.0,1
58805,200,200,200,200,10000.0,3
58806,250,200,200,200,-50.0,1
58807,200,200,200,200,10000.0,3
58808,200,250,200,200,-50.0,0
58809,200,200,200,200,10000.0,2
58810,250,200,200,200,-50.0,1
58811,200,200,200,200,10000.0,3
58812,200,250,200,200,-50.0,0
58813,200,200,200,200,10000.0,2
58814,200,250,200,200,-50.0,0
58815,200,200,200,200,10000.0,2
58816,250,200,200,200,-50.0,1
58817,250,150,200,200,-70.71067811865476,2
58818,250,200,200,200,-50.0,0
58819,200,200,200,200,10000.0,3
58820,200,250,200,200,-50.0,0
58821,200,200,200,200,10000.0,2
58822,250,200,200,200,-50.0,1
58823,200,200,200,200,10000.0,3
58824,200,250,200,200,-50.0,0
58825,200,200,200,200,10000.0,2
58826,250,200,200,200,-50.0,1
58827,250,150,200,200,-70.71067811865476,2
58828,250,200,200,200,-50.0,0
58829,200,200,200,200,10000.0,3
58830,250,200,200,200,-50.0,1
58831,250,150,200,200,-70.71067811865476,2
58832,250,200,200,200,-50.0,0
58833,200,200,200,200,10000.0,3
58834,200,250,200,200,-50.0,0
58835,200,200,200,200,10000.0,2
58836,250,200,200,200,-50.0,1
58837,200,200,200,200,10000.0,3
58838,200,250,200,200,-50.0,0
58839,200,200,200,200,10000.0,2
58840,250,200,200,200,-50.0,1
58841,200,200,200,200,10000.0,3
58842,200,250,200,200,-50.0,0
58843,200,200,200,200,10000.0,2
58844,250,200,200,200,-50.0,1
58845,200,200,200,200,10000.0,3
58846,200,250,200,200,-50.0,0
58847,200,200,200,200,10000.0,2
58848,250,200,200,200,-50.0,1
58849,200,200,200,200,10000.0,3
58850,200,250,200,200,-50.0,0
58851,200,200,200,200,10000.0,2
58852,200,250,200,200,-50.0,0
58853,200,200,200,200,10000.0,2
58854,150,200,200,200,-50.0,3
58855,200,200,200,200,10000.0,1
58856,250,200,200,200,-50.0,1
58857,250,250,200,200,-70.71067811865476,0
58858,200,250,200,200,-50.0,3
58859,200,200,200,200,10000.0,2
58860,250,200,200,200,-50.0,1
58861,200,200,200,200,10000.0,3
58862,250,200,200,200,-50.0,1
58863,200,200,200,200,10000.0,3
58864,200,250,200,200,-50.0,0
58865,200,200,200,200,10000.0,2
58866,250,200,200,200,-50.0,1
58867,200,200,200,200,10000.0,3
58868,250,200,200,200,-50.0,1
58869,200,200,200,200,10000.0,3
58870,200,250,200,200,-50.0,0
58871,200,200,200,200,10000.0,2
58872,250,200,200,200,-50.0,1
58873,200,200,200,200,10000.0,3
58874,250,200,200,200,-50.0,1
58875,200,200,200,200,10000.0,3
58876,250,200,200,200,-50.0,1
58877,200,200,200,200,10000.0,3
58878,150,200,200,200,-50.0,3
58879,200,200,200,200,10000.0,1
58880,200,250,200,200,-50.0,0
58881,200,200,200,200,10000.0,2
58882,250,200,200,200,-50.0,1
58883,200,200,200,200,10000.0,3
58884,200,250,200,200,-50.0,0
58885,200,200,200,200,10000.0,2
58886,200,250,200,200,-50.0,0
58887,200,200,200,200,10000.0,2
58888,250,200,200,200,-50.0,1
58889,200,200,200,200,10000.0,3
58890,250,200,200,200,-50.0,1
58891,200,200,200,200,10000.0,3
58892,250,200,200,200,-50.0,1
58893,200,200,200,200,10000.0,3
58894,250,200,200,200,-50.0,1
58895,200,200,200,200,10000.0,3
58896,150,200,200,200,-50.0,3
58897,200,200,200,200,10000.0,1
58898,250,200,200,200,-50.0,1
58899,200,200,200,200,10000.0,3
58900,200,250,200,200,-50.0,0
58901,200,200,200,200,10000.0,2
58902,200,250,200,200,-50.0,0
58903,200,200,200,200,10000.0,2
58904,250,200,200,200,-50.0,1
58905,200,200,200,200,10000.0,3
58906,200,250,200,200,-50.0,0
58907,200,200,200,200,10000.0,2
58908,250,200,200,200,-50.0,1
58909,200,200,200,200,10000.0,3
58910,250,200,200,200,-50.0,1
58911,200,200,200,200,10000.0,3
58912,250,200,200,200,-50.0,1
58913,200,200,200,200,10000.0,3
58914,250,200,200,200,-50.0,1
58915,250,150,200,200,-70.71067811865476,2
58916,200,150,200,200,-50.0,3
58917,200,200,200,200,10000.0,0
58918,250,200,200,200,-50.0,1
58919,200,200,200,200,10000.0,3
58920,250,200,200,200,-50.0,1
58921,200,200,200,200,10000.0,3
58922,200,250,200,200,-50.0,0
58923,200,200,200,200,10000.0,2
58924,250,200,200,200,-50.0,1
58925,200,200,200,200,10000.0,3
58926,150,200,200,200,-50.0,3
58927,200,200,200,200,10000.0,1
58928,250,200,200,200,-50.0,1
58929,200,200,200,200,10000.0,3
58930,200,250,200,200,-50.0,0
58931,200,200,200,200,10000.0,2
58932,200,250,200,200,-50.0,0
58933,200,200,200,200,10000.0,2
58934,200,250,200,200,-50.0,0
58935,200,200,200,200,10000.0,2
58936,250,200,200,200,-50.0,1
58937,200,200,200,200,10000.0,3
58938,200,250,200,200,-50.0,0
58939,200,200,200,200,10000.0,2
58940,200,250,200,200,-50.0,0
58941,200,200,200,200,10000.0,2
58942,200,250,200,200,-50.0,0
58943,200,200,200,200,10000.0,2
58944,250,200,200,200,-50.0,1
58945,200,200,200,200,10000.0,3
58946,200,250,200,200,-50.0,0
58947,200,200,200,200,10000.0,2
58948,250,200,200,200,-50.0,1
58949,200,200,200,200,10000.0,3
58950,250,200,200,200,-50.0,1
58951,200,200,200,200,10000.0,3
58952,250,200,200,200,-50.0,1
58953,200,200,200,200,10000.0,3
58954,200,250,200,200,-50.0,0
58955,200,200,200,200,10000.0,2
58956,250,200,200,200,-50.0,1
58957,200,200,200,200,10000.0,3
58958,200,250,200,200,-50.0,0
58959,150,250,200,200,-70.71067811865476,3
58960,150,200,200,200,-50.0,2
58961,200,200,200,200,10000.0,1
58962,200,250,200,200,-50.0,0
58963,200,200,200,200,10000.0,2
58964,250,200,200,200,-50.0,1
58965,200,200,200,200,10000.0,3
58966,200,250,200,200,-50.0,0
58967,200,200,200,200,10000.0,2
58968,250,200,200,200,-50.0,1
58969,200,200,200,200,10000.0,3
58970,250,200,200,200,-50.0,1
58971,200,200,200,200,10000.0,3
58972,200,250,200,200,-50.0,0
58973,200,200,200,200,10000.0,2
58974,200,250,200,200,-50.0,0
58975,200,200,200,200,10000.0,2
58976,150,200,200,200,-50.0,3
58977,200,200,200,200,10000.0,1
58978,250,200,200,200,-50.0,1
58979,200,200,200,200,10000.0,3
58980,250,200,200,200,-50.0,1
58981,200,200,200,200,10000.0,3
58982,250,200,200,200,-50.0,1
58983,200,200,200,200,10000.0,3
58984,250,200,200,200,-50.0,1
58985,200,200,200,200,10000.0,3
58986,200,250,200,200,-50.0,0
58987,200,200,200,200,10000.0,2
58988,250,200,200,200,-50.0,1
58989,200,200,200,200,10000.0,3
58990,200,250,200,200,-50.0,0
58991,200,200,200,200,10000.0,2
58992,250,200,200,200,-50.0,1
58993,200,200,200,200,10000.0,3
58994,200,250,200,200,-50.0,0
58995,200,200,200,200,10000.0,2
58996,250,200,200,200,-50.0,1
58997,200,200,200,200,10000.0,3
58998,250,200,200,200,-50.0,1
58999,200,200,200,200,10000.0,3
59000,250,200,200,200,-50.0,1
59001,200,200,200,200,10000.0,3
59002,200,250,200,200,-50.0,0
59003,200,200,200,200,10000.0,2
59004,200,150,200,200,-50.0,2
59005,200,200,200,200,10000.0,0
59006,250,200,200,200,-50.0,1
59007,200,200,200,200,10000.0,3
59008,200,250,200,200,-50.0,0
59009,200,200,200,200,10000.0,2
59010,250,200,200,200,-50.0,1
59011,200,200,200,200,10000.0,3
59012,250,200,200,200,-50.0,1
59013,200,200,200,200,10000.0,3
59014,200,250,200,200,-50.0,0
59015,200,200,200,200,10000.0,2
59016,200,250,200,200,-50.0,0
59017,200,200,200,200,10000.0,2
59018,150,200,200,200,-50.0,3
59019,200,200,200,200,10000.0,1
59020,200,250,200,200,-50.0,0
59021,200,200,200,200,10000.0,2
59022,250,200,200,200,-50.0,1
59023,200,200,200,200,10000.0,3
59024,200,250,200,200,-50.0,0
59025,250,250,200,200,-70.71067811865476,1
59026,200,250,200,200,-50.0,3
59027,200,200,200,200,10000.0,2
59028,200,250,200,200,-50.0,0
59029,200,200,200,200,10000.0,2
59030,250,200,200,200,-50.0,1
59031,200,200,200,200,10000.0,3
59032,200,250,200,200,-50.0,0
59033,200,200,200,200,10000.0,2
59034,200,150,200,200,-50.0,2
59035,200,200,200,200,10000.0,0
59036,250,200,200,200,-50.0,1
59037,200,200,200,200,10000.0,3
59038,200,250,200,200,-50.0,0
59039,200,200,200,200,10000.0,2
59040,250,200,200,200,-50.0,1
59041,200,200,200,200,10000.0,3
59042,250,200,200,200,-50.0,1
59043,200,200,200,200,10000.0,3
59044,200,250,200,200,-50.0,0
59045,200,200,200,200,10000.0,2
59046,250,200,200,200,-50.0,1
59047,200,200,200,200,10000.0,3
59048,200,250,200,200,-50.0,0
59049,200,200,200,200,10000.0,2
59050,200,250,200,200,-50.0,0
59051,200,200,200,200,10000.0,2
59052,200,250,200,200,-50.0,0
59053,200,200,200,200,10000.0,2
59054,200,250,200,200,-50.0,0
59055,150,250,200,200,-70.71067811865476,3
59056,150,200,200,200,-50.0,2
59057,200,200,200,200,10000.0,1
59058,250,200,200,200,-50.0,1
59059,200,200,200,200,10000.0,3
59060,250,200,200,200,-50.0,1
59061,200,200,200,200,10000.0,3
59062,150,200,200,200,-50.0,3
59063,200,200,200,200,10000.0,1
59064,200,250,200,200,-50.0,0
59065,200,200,200,200,10000.0,2
59066,250,200,200,200,-50.0,1
59067,200,200,200,200,10000.0,3
59068,200,250,200,200,-50.0,0
59069,200,200,200,200,10000.0,2
59070,200,250,200,200,-50.0,0
59071,200,200,200,200,10000.0,2
59072,250,200,200,200,-50.0,1
59073,200,200,200,200,10000.0,3
59074,250,200,200,200,-50.0,1
59075,250,150,200,200,-70.71067811865476,2
59076,300,150,200,200,-111.80339887498948,1
59077,250,150,200,200,-70.71067811865476,3
59078,250,200,200,200,-50.0,0
59079,200,200,200,200,10000.0,3
59080,250,200,200,200,-50.0,1
59081,200,200,200,200,10000.0,3
59082,200,250,200,200,-50.0,0
59083,200,200,200,200,10000.0,2
59084,200,250,200,200,-50.0,0
59085,200,200,200,200,10000.0,2
59086,250,200,200,200,-50.0,1
59087,200,200,200,200,10000.0,3
59088,200,250,200,200,-50.0,0
59089,200,200,200,200,10000.0,2
59090,250,200,200,200,-50.0,1
59091,200,200,200,200,10000.0,3
59092,250,200,200,200,-50.0,1
59093,200,200,200,200,10000.0,3
59094,250,200,200,200,-50.0,1
59095,200,200,200,200,10000.0,3
59096,250,200,200,200,-50.0,1
59097,200,200,200,200,10000.0,3
59098,250,200,200,200,-50.0,1
59099,200,200,200,200,10000.0,3
59100,200,250,200,200,-50.0,0
59101,200,200,200,200,10000.0,2
59102,150,200,200,200,-50.0,3
59103,200,200,200,200,10000.0,1
59104,200,150,200,200,-50.0,2
59105,250,150,200,200,-70.71067811865476,1
59106,250,200,200,200,-50.0,0
59107,200,200,200,200,10000.0,3
59108,250,200,200,200,-50.0,1
59109,200,200,200,200,10000.0,3
59110,250,200,200,200,-50.0,1
59111,200,200,200,200,10000.0,3
59112,250,200,200,200,-50.0,1
59113,200,200,200,200,10000.0,3
59114,200,250,200,200,-50.0,0
59115,200,200,200,200,10000.0,2
